Welcome to the CBC MILP Solver
Version: Devel (unstable)
Build Date: Feb  6 2022
command line - -import /home/danilo/cbc-test-set/cod105.mps.gz -timeM elapsed -seconds 10800 -solve -quit (default strategy 1)
At line 1 NAME          cod105
At line 2 ROWS
At line 1028 COLUMNS
At line 59399 RHS
At line 60424 BOUNDS
At line 61449 ENDATA
Problem cod105 has 1024 rows, 1024 columns and 57344 elements
Coin0008I cod105 read with 0 errors
seconds was changed from 1e+08 to 10800
Continuous objective value is -18.2857 - 16.1239 seconds
Cgl0004I processed model has 1024 rows, 1024 columns (1024 integer (1024 of which binary)) and 57344 elements
Coin3009W Conflict graph built in 0.172 seconds, density: 9.444%
Cgl0015I Clique Strengthening extended 0 cliques, 0 were dominated
Cbc0045I Cutoff increment increased from 0.0001 to 0.9999
Cbc0038I Initial state - 694 integers unsatisfied sum - 18.2857
Cbc0038I Solution found of -0
Cbc0038I Before mini branch and bound, 330 integers at bound fixed and 0 continuous
Cbc0038I Full problem 1024 rows 1024 columns, reduced to 1024 rows 694 columns - too large
Cbc0038I Mini branch and bound did not improve solution (20.02 seconds)
Cbc0038I Round again with cutoff of -2.72848
Cbc0038I Pass   1: suminf.    0.27152 (1) obj. -2.72848 iterations 3023
Cbc0038I Solution found of -3
Cbc0038I Rounding solution of -9 is better than previous of -3
Cbc0038I Before mini branch and bound, 329 integers at bound fixed and 0 continuous
Cbc0038I Full problem 1024 rows 1024 columns, reduced to 1024 rows 695 columns - 2 fixed gives 912, 257 - still too large
Cbc0038I Full problem 1024 rows 1024 columns, reduced to 912 rows 257 columns - too large
Cbc0038I Mini branch and bound did not improve solution (41.53 seconds)
Cbc0038I Round again with cutoff of -11.6571
Cbc0038I Pass   2: suminf.   11.65706 (83) obj. -11.6571 iterations 270
Cbc0038I Pass   3: suminf.    8.02039 (165) obj. -11.6571 iterations 1094
Cbc0038I Pass   4: suminf.    2.44826 (188) obj. -11.6571 iterations 1522
Cbc0038I Solution found of -12
Cbc0038I Before mini branch and bound, 234 integers at bound fixed and 0 continuous
Cbc0038I Mini branch and bound did not improve solution (44.75 seconds)
Cbc0038I Round again with cutoff of -14.5856
Cbc0038I Pass   5: suminf.   14.58564 (166) obj. -14.5856 iterations 723
Cbc0038I Pass   6: suminf.   14.58564 (214) obj. -14.5856 iterations 1053
Cbc0038I Pass   7: suminf.   14.58565 (172) obj. -14.5856 iterations 1594
Cbc0038I Pass   8: suminf.   14.91891 (183) obj. -14.9189 iterations 1310
Cbc0038I Pass   9: suminf.   14.58564 (164) obj. -14.5856 iterations 1666
Cbc0038I Pass  10: suminf.   14.60790 (173) obj. -14.6079 iterations 1369
Cbc0038I Pass  11: suminf.   15.14544 (194) obj. -15.1454 iterations 1571
Cbc0038I Pass  12: suminf.   14.99747 (187) obj. -14.9975 iterations 1723
Cbc0038I Pass  13: suminf.   15.22992 (200) obj. -15.2299 iterations 1554
Cbc0038I Pass  14: suminf.   14.84902 (181) obj. -14.849 iterations 1644
Cbc0038I Pass  15: suminf.   14.80463 (180) obj. -14.8046 iterations 1777
Cbc0038I Pass  16: suminf.   14.97305 (182) obj. -14.973 iterations 1624
Cbc0038I Pass  17: suminf.   14.96192 (179) obj. -14.9619 iterations 1590
Cbc0038I Pass  18: suminf.   14.87465 (180) obj. -14.8747 iterations 1441
Cbc0038I No solution found this major pass
Cbc0038I After 68.97 seconds - Feasibility pump exiting with objective of -12 - took 50.03 seconds
Cbc0012I Integer solution of -12 found by feasibility pump after 0 iterations and 0 nodes (68.97 seconds)
Cbc0038I Full problem 1024 rows 1024 columns, reduced to 1024 rows 698 columns - 12 fixed gives 0, 0 - ok now
Cbc0013I At root node, 0 cuts changed objective from -18.285714 to -18.285714 in 1 passes
Cbc0014I Cut generator 0 (Probing) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.321 seconds - new frequency is -100
Cbc0014I Cut generator 1 (Gomory) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 1.259 seconds - new frequency is -100
Cbc0014I Cut generator 2 (Knapsack) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.001 seconds - new frequency is -100
Cbc0014I Cut generator 3 (Clique) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.111 seconds - new frequency is -100
Cbc0014I Cut generator 4 (OddWheel) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 2.111 seconds - new frequency is -100
Cbc0014I Cut generator 5 (MixedIntegerRounding2) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.023 seconds - new frequency is -100
Cbc0014I Cut generator 6 (FlowCover) - 0 row cuts average 0.0 elements, 0 column cuts (0 active)  in 0.001 seconds - new frequency is -100
Cbc0010I After 0 nodes, 1 on tree, -12 best solution, best possible -18.285714 (532.44 seconds)
Cbc0010I After 9006 nodes, 733 on tree, -12 best solution, best possible -18.285714 (5646.02 seconds)
Cbc0010I After 9008 nodes, 735 on tree, -12 best solution, best possible -18.285714 (5647.28 seconds)
Cbc0010I After 9011 nodes, 738 on tree, -12 best solution, best possible -18.285714 (5648.46 seconds)
Cbc0010I After 9013 nodes, 740 on tree, -12 best solution, best possible -18.285714 (5649.24 seconds)
Cbc0010I After 9015 nodes, 742 on tree, -12 best solution, best possible -18.285714 (5650.67 seconds)
Cbc0010I After 9018 nodes, 745 on tree, -12 best solution, best possible -18.285714 (5651.56 seconds)
Cbc0010I After 9022 nodes, 749 on tree, -12 best solution, best possible -18.285714 (5652.26 seconds)
Cbc0010I After 9024 nodes, 751 on tree, -12 best solution, best possible -18.285714 (5653.72 seconds)
Cbc0010I After 9027 nodes, 754 on tree, -12 best solution, best possible -18.285714 (5654.64 seconds)
Cbc0010I After 9031 nodes, 758 on tree, -12 best solution, best possible -18.285714 (5655.42 seconds)
Cbc0010I After 9033 nodes, 760 on tree, -12 best solution, best possible -18.285714 (5656.70 seconds)
Cbc0010I After 9035 nodes, 762 on tree, -12 best solution, best possible -18.285714 (5657.61 seconds)
Cbc0010I After 9038 nodes, 765 on tree, -12 best solution, best possible -18.285714 (5658.41 seconds)
Cbc0010I After 9040 nodes, 767 on tree, -12 best solution, best possible -18.285714 (5659.38 seconds)
Cbc0010I After 9045 nodes, 772 on tree, -12 best solution, best possible -18.285714 (5660.72 seconds)
Cbc0010I After 9047 nodes, 774 on tree, -12 best solution, best possible -18.285714 (5661.81 seconds)
Cbc0010I After 9048 nodes, 775 on tree, -12 best solution, best possible -18.285714 (5662.56 seconds)
Cbc0010I After 9050 nodes, 777 on tree, -12 best solution, best possible -18.285714 (5663.49 seconds)
Cbc0010I After 9053 nodes, 780 on tree, -12 best solution, best possible -18.285714 (5664.38 seconds)
Cbc0010I After 9055 nodes, 782 on tree, -12 best solution, best possible -18.285714 (5665.25 seconds)
Cbc0010I After 9059 nodes, 786 on tree, -12 best solution, best possible -18.285714 (5665.96 seconds)
Cbc0010I After 9062 nodes, 789 on tree, -12 best solution, best possible -18.285714 (5666.78 seconds)
Cbc0010I After 9065 nodes, 792 on tree, -12 best solution, best possible -18.285714 (5667.78 seconds)
Cbc0010I After 9069 nodes, 796 on tree, -12 best solution, best possible -18.285714 (5668.70 seconds)
Cbc0010I After 9073 nodes, 800 on tree, -12 best solution, best possible -18.285714 (5669.42 seconds)
Cbc0010I After 9075 nodes, 802 on tree, -12 best solution, best possible -18.285714 (5670.20 seconds)
Cbc0010I After 9078 nodes, 805 on tree, -12 best solution, best possible -18.285714 (5670.98 seconds)
Cbc0010I After 9082 nodes, 809 on tree, -12 best solution, best possible -18.285714 (5671.90 seconds)
Cbc0010I After 9090 nodes, 817 on tree, -12 best solution, best possible -18.285714 (5672.61 seconds)
Cbc0010I After 9095 nodes, 822 on tree, -12 best solution, best possible -18.285714 (5673.34 seconds)
Cbc0010I After 9098 nodes, 823 on tree, -12 best solution, best possible -18.285714 (5674.04 seconds)
Cbc0010I After 9104 nodes, 829 on tree, -12 best solution, best possible -18.285714 (5674.90 seconds)
Cbc0010I After 9112 nodes, 837 on tree, -12 best solution, best possible -18.285714 (5675.75 seconds)
Cbc0010I After 9118 nodes, 843 on tree, -12 best solution, best possible -18.285714 (5676.45 seconds)
Cbc0010I After 9125 nodes, 850 on tree, -12 best solution, best possible -18.285714 (5677.20 seconds)
Cbc0010I After 9130 nodes, 855 on tree, -12 best solution, best possible -18.285714 (5677.92 seconds)
Cbc0010I After 9138 nodes, 863 on tree, -12 best solution, best possible -18.285714 (5678.64 seconds)
Cbc0010I After 9147 nodes, 872 on tree, -12 best solution, best possible -18.285714 (5679.40 seconds)
Cbc0010I After 9157 nodes, 865 on tree, -12 best solution, best possible -18.285714 (5680.17 seconds)
Cbc0010I After 9166 nodes, 856 on tree, -12 best solution, best possible -18.285714 (5680.88 seconds)
Cbc0010I After 9172 nodes, 850 on tree, -12 best solution, best possible -18.285714 (5681.69 seconds)
Cbc0010I After 9177 nodes, 845 on tree, -12 best solution, best possible -18.285714 (5682.60 seconds)
Cbc0010I After 9181 nodes, 841 on tree, -12 best solution, best possible -18.285714 (5683.34 seconds)
Cbc0010I After 9185 nodes, 837 on tree, -12 best solution, best possible -18.285714 (5684.18 seconds)
Cbc0010I After 9189 nodes, 833 on tree, -12 best solution, best possible -18.285714 (5685.07 seconds)
Cbc0010I After 9193 nodes, 829 on tree, -12 best solution, best possible -18.285714 (5685.97 seconds)
Cbc0010I After 9197 nodes, 825 on tree, -12 best solution, best possible -18.285714 (5686.87 seconds)
Cbc0010I After 9200 nodes, 822 on tree, -12 best solution, best possible -18.285714 (5687.60 seconds)
Cbc0010I After 9203 nodes, 819 on tree, -12 best solution, best possible -18.285714 (5688.49 seconds)
Cbc0010I After 9206 nodes, 816 on tree, -12 best solution, best possible -18.285714 (5689.25 seconds)
Cbc0010I After 9209 nodes, 813 on tree, -12 best solution, best possible -18.285714 (5690.25 seconds)
Cbc0010I After 9212 nodes, 810 on tree, -12 best solution, best possible -18.285714 (5691.05 seconds)
Cbc0010I After 9215 nodes, 807 on tree, -12 best solution, best possible -18.285714 (5691.96 seconds)
Cbc0010I After 9217 nodes, 805 on tree, -12 best solution, best possible -18.285714 (5692.75 seconds)
Cbc0010I After 9220 nodes, 802 on tree, -12 best solution, best possible -18.285714 (5693.77 seconds)
Cbc0010I After 9223 nodes, 799 on tree, -12 best solution, best possible -18.285714 (5694.76 seconds)
Cbc0010I After 9225 nodes, 797 on tree, -12 best solution, best possible -18.285714 (5695.49 seconds)
Cbc0010I After 9227 nodes, 795 on tree, -12 best solution, best possible -18.285714 (5696.33 seconds)
Cbc0010I After 9229 nodes, 793 on tree, -12 best solution, best possible -18.285714 (5697.09 seconds)
Cbc0010I After 9231 nodes, 791 on tree, -12 best solution, best possible -18.285714 (5697.95 seconds)
Cbc0010I After 9233 nodes, 789 on tree, -12 best solution, best possible -18.285714 (5698.76 seconds)
Cbc0010I After 9235 nodes, 787 on tree, -12 best solution, best possible -18.285714 (5699.58 seconds)
Cbc0010I After 9237 nodes, 785 on tree, -12 best solution, best possible -18.285714 (5700.54 seconds)
Cbc0010I After 9239 nodes, 783 on tree, -12 best solution, best possible -18.285714 (5701.40 seconds)
Cbc0010I After 9241 nodes, 781 on tree, -12 best solution, best possible -18.285714 (5702.51 seconds)
Cbc0010I After 9243 nodes, 779 on tree, -12 best solution, best possible -18.285714 (5703.43 seconds)
Cbc0010I After 9245 nodes, 778 on tree, -12 best solution, best possible -18.285714 (5705.42 seconds)
Cbc0010I After 9249 nodes, 775 on tree, -12 best solution, best possible -18.285714 (5706.71 seconds)
Cbc0010I After 9251 nodes, 773 on tree, -12 best solution, best possible -18.285714 (5707.88 seconds)
Cbc0010I After 9253 nodes, 771 on tree, -12 best solution, best possible -18.285714 (5709.03 seconds)
Cbc0010I After 9255 nodes, 769 on tree, -12 best solution, best possible -18.285714 (5710.00 seconds)
Cbc0010I After 9257 nodes, 768 on tree, -12 best solution, best possible -18.285714 (5712.51 seconds)
Cbc0010I After 9258 nodes, 769 on tree, -12 best solution, best possible -18.285714 (5713.57 seconds)
Cbc0010I After 9262 nodes, 766 on tree, -12 best solution, best possible -18.285714 (5714.38 seconds)
Cbc0010I After 9263 nodes, 766 on tree, -12 best solution, best possible -18.285714 (5715.67 seconds)
Cbc0010I After 9264 nodes, 767 on tree, -12 best solution, best possible -18.285714 (5716.95 seconds)
Cbc0010I After 9265 nodes, 768 on tree, -12 best solution, best possible -18.285714 (5718.00 seconds)
Cbc0010I After 9268 nodes, 771 on tree, -12 best solution, best possible -18.285714 (5719.01 seconds)
Cbc0010I After 9276 nodes, 764 on tree, -12 best solution, best possible -18.285714 (5719.78 seconds)
Cbc0010I After 9278 nodes, 762 on tree, -12 best solution, best possible -18.285714 (5721.11 seconds)
Cbc0010I After 9279 nodes, 762 on tree, -12 best solution, best possible -18.285714 (5722.14 seconds)
Cbc0010I After 9281 nodes, 763 on tree, -12 best solution, best possible -18.285714 (5722.93 seconds)
Cbc0010I After 9285 nodes, 760 on tree, -12 best solution, best possible -18.285714 (5724.76 seconds)
Cbc0010I After 9288 nodes, 759 on tree, -12 best solution, best possible -18.285714 (5726.18 seconds)
Cbc0010I After 9290 nodes, 761 on tree, -12 best solution, best possible -18.285714 (5727.15 seconds)
Cbc0010I After 9295 nodes, 759 on tree, -12 best solution, best possible -18.285714 (5727.85 seconds)
Cbc0010I After 9298 nodes, 757 on tree, -12 best solution, best possible -18.285714 (5729.71 seconds)
Cbc0010I After 9300 nodes, 759 on tree, -12 best solution, best possible -18.285714 (5730.45 seconds)
Cbc0010I After 9307 nodes, 755 on tree, -12 best solution, best possible -18.285714 (5731.52 seconds)
Cbc0010I After 9308 nodes, 755 on tree, -12 best solution, best possible -18.285714 (5732.73 seconds)
Cbc0010I After 9310 nodes, 757 on tree, -12 best solution, best possible -18.285714 (5733.49 seconds)
Cbc0010I After 9316 nodes, 756 on tree, -12 best solution, best possible -18.285714 (5734.20 seconds)
Cbc0010I After 9319 nodes, 753 on tree, -12 best solution, best possible -18.285714 (5734.96 seconds)
Cbc0010I After 9320 nodes, 753 on tree, -12 best solution, best possible -18.285714 (5736.25 seconds)
Cbc0010I After 9322 nodes, 755 on tree, -12 best solution, best possible -18.285714 (5736.99 seconds)
Cbc0010I After 9327 nodes, 752 on tree, -12 best solution, best possible -18.285714 (5738.18 seconds)
Cbc0010I After 9330 nodes, 751 on tree, -12 best solution, best possible -18.285714 (5739.42 seconds)
Cbc0010I After 9333 nodes, 754 on tree, -12 best solution, best possible -18.285714 (5740.14 seconds)
Cbc0010I After 9339 nodes, 750 on tree, -12 best solution, best possible -18.285714 (5741.53 seconds)
Cbc0010I After 9343 nodes, 753 on tree, -12 best solution, best possible -18.285714 (5742.27 seconds)
Cbc0010I After 9348 nodes, 749 on tree, -12 best solution, best possible -18.285714 (5743.37 seconds)
Cbc0010I After 9352 nodes, 753 on tree, -12 best solution, best possible -18.285714 (5744.37 seconds)
Cbc0010I After 9359 nodes, 749 on tree, -12 best solution, best possible -18.285714 (5745.14 seconds)
Cbc0010I After 9361 nodes, 748 on tree, -12 best solution, best possible -18.285714 (5746.07 seconds)
Cbc0010I After 9364 nodes, 747 on tree, -12 best solution, best possible -18.285714 (5747.33 seconds)
Cbc0010I After 9369 nodes, 746 on tree, -12 best solution, best possible -18.285714 (5748.81 seconds)
Cbc0010I After 9375 nodes, 752 on tree, -12 best solution, best possible -18.285714 (5749.58 seconds)
Cbc0010I After 9380 nodes, 757 on tree, -12 best solution, best possible -18.285714 (5750.77 seconds)
Cbc0010I After 9383 nodes, 760 on tree, -12 best solution, best possible -18.285714 (5751.60 seconds)
Cbc0010I After 9395 nodes, 749 on tree, -12 best solution, best possible -18.285714 (5752.33 seconds)
Cbc0010I After 9400 nodes, 745 on tree, -12 best solution, best possible -18.285714 (5753.79 seconds)
Cbc0010I After 9402 nodes, 747 on tree, -12 best solution, best possible -18.285714 (5755.10 seconds)
Cbc0010I After 9407 nodes, 751 on tree, -12 best solution, best possible -18.285714 (5755.83 seconds)
Cbc0010I After 9415 nodes, 743 on tree, -12 best solution, best possible -18.285714 (5757.34 seconds)
Cbc0010I After 9416 nodes, 743 on tree, -12 best solution, best possible -18.285714 (5758.47 seconds)
Cbc0010I After 9419 nodes, 746 on tree, -12 best solution, best possible -18.285714 (5759.42 seconds)
Cbc0010I After 9424 nodes, 751 on tree, -12 best solution, best possible -18.285714 (5760.25 seconds)
Cbc0010I After 9432 nodes, 758 on tree, -12 best solution, best possible -18.285714 (5761.20 seconds)
Cbc0010I After 9444 nodes, 746 on tree, -12 best solution, best possible -18.285714 (5761.96 seconds)
Cbc0010I After 9449 nodes, 742 on tree, -12 best solution, best possible -18.285714 (5763.67 seconds)
Cbc0010I After 9452 nodes, 745 on tree, -12 best solution, best possible -18.285714 (5764.50 seconds)
Cbc0010I After 9454 nodes, 747 on tree, -12 best solution, best possible -18.285714 (5765.27 seconds)
Cbc0010I After 9463 nodes, 741 on tree, -12 best solution, best possible -18.285714 (5766.11 seconds)
Cbc0010I After 9464 nodes, 741 on tree, -12 best solution, best possible -18.285714 (5767.21 seconds)
Cbc0010I After 9467 nodes, 744 on tree, -12 best solution, best possible -18.285714 (5768.21 seconds)
Cbc0010I After 9470 nodes, 747 on tree, -12 best solution, best possible -18.285714 (5769.10 seconds)
Cbc0010I After 9477 nodes, 743 on tree, -12 best solution, best possible -18.285714 (5769.87 seconds)
Cbc0010I After 9481 nodes, 740 on tree, -12 best solution, best possible -18.285714 (5771.69 seconds)
Cbc0010I After 9484 nodes, 743 on tree, -12 best solution, best possible -18.285714 (5772.48 seconds)
Cbc0010I After 9490 nodes, 740 on tree, -12 best solution, best possible -18.285714 (5773.19 seconds)
Cbc0010I After 9492 nodes, 739 on tree, -12 best solution, best possible -18.285714 (5774.70 seconds)
Cbc0010I After 9494 nodes, 741 on tree, -12 best solution, best possible -18.285714 (5775.50 seconds)
Cbc0010I After 9501 nodes, 738 on tree, -12 best solution, best possible -18.285714 (5777.05 seconds)
Cbc0010I After 9503 nodes, 740 on tree, -12 best solution, best possible -18.285714 (5777.88 seconds)
Cbc0010I After 9508 nodes, 737 on tree, -12 best solution, best possible -18.285714 (5779.83 seconds)
Cbc0010I After 9511 nodes, 740 on tree, -12 best solution, best possible -18.285714 (5780.85 seconds)
Cbc0010I After 9518 nodes, 736 on tree, -12 best solution, best possible -18.285714 (5781.59 seconds)
Cbc0010I After 9519 nodes, 736 on tree, -12 best solution, best possible -18.285714 (5783.33 seconds)
Cbc0010I After 9520 nodes, 737 on tree, -12 best solution, best possible -18.285714 (5784.23 seconds)
Cbc0010I After 9523 nodes, 740 on tree, -12 best solution, best possible -18.285714 (5785.05 seconds)
Cbc0010I After 9531 nodes, 743 on tree, -12 best solution, best possible -18.285714 (5785.77 seconds)
Cbc0010I After 9540 nodes, 735 on tree, -12 best solution, best possible -18.285714 (5788.03 seconds)
Cbc0010I After 9542 nodes, 737 on tree, -12 best solution, best possible -18.285714 (5789.30 seconds)
Cbc0010I After 9547 nodes, 742 on tree, -12 best solution, best possible -18.285714 (5790.02 seconds)
Cbc0010I After 9558 nodes, 738 on tree, -12 best solution, best possible -18.285714 (5790.78 seconds)
Cbc0010I After 9563 nodes, 734 on tree, -12 best solution, best possible -18.285714 (5792.48 seconds)
Cbc0010I After 9566 nodes, 737 on tree, -12 best solution, best possible -18.285714 (5793.19 seconds)
Cbc0010I After 9570 nodes, 741 on tree, -12 best solution, best possible -18.285714 (5793.91 seconds)
Cbc0010I After 9580 nodes, 733 on tree, -12 best solution, best possible -18.285714 (5795.92 seconds)
Cbc0010I After 9582 nodes, 735 on tree, -12 best solution, best possible -18.285714 (5796.74 seconds)
Cbc0010I After 9586 nodes, 739 on tree, -12 best solution, best possible -18.285714 (5797.56 seconds)
Cbc0010I After 9594 nodes, 738 on tree, -12 best solution, best possible -18.285714 (5798.26 seconds)
Cbc0010I After 9601 nodes, 732 on tree, -12 best solution, best possible -18.285714 (5800.89 seconds)
Cbc0010I After 9602 nodes, 733 on tree, -12 best solution, best possible -18.285714 (5801.71 seconds)
Cbc0010I After 9606 nodes, 736 on tree, -12 best solution, best possible -18.285714 (5802.53 seconds)
Cbc0010I After 9612 nodes, 731 on tree, -12 best solution, best possible -18.285714 (5804.60 seconds)
Cbc0010I After 9615 nodes, 734 on tree, -12 best solution, best possible -18.285714 (5805.35 seconds)
Cbc0010I After 9621 nodes, 740 on tree, -12 best solution, best possible -18.285714 (5806.32 seconds)
Cbc0010I After 9628 nodes, 747 on tree, -12 best solution, best possible -18.285714 (5807.19 seconds)
Cbc0010I After 9640 nodes, 736 on tree, -12 best solution, best possible -18.285714 (5807.92 seconds)
Cbc0010I After 9647 nodes, 730 on tree, -12 best solution, best possible -18.285714 (5809.75 seconds)
Cbc0010I After 9652 nodes, 735 on tree, -12 best solution, best possible -18.285714 (5810.45 seconds)
Cbc0010I After 9655 nodes, 738 on tree, -12 best solution, best possible -18.285714 (5811.18 seconds)
Cbc0010I After 9663 nodes, 746 on tree, -12 best solution, best possible -18.285714 (5812.53 seconds)
Cbc0010I After 9670 nodes, 740 on tree, -12 best solution, best possible -18.285714 (5813.30 seconds)
Cbc0010I After 9678 nodes, 732 on tree, -12 best solution, best possible -18.285714 (5814.04 seconds)
Cbc0010I After 9682 nodes, 729 on tree, -12 best solution, best possible -18.285714 (5816.01 seconds)
Cbc0010I After 9685 nodes, 732 on tree, -12 best solution, best possible -18.285714 (5817.01 seconds)
Cbc0010I After 9687 nodes, 734 on tree, -12 best solution, best possible -18.285714 (5817.82 seconds)
Cbc0010I After 9689 nodes, 736 on tree, -12 best solution, best possible -18.285714 (5818.61 seconds)
Cbc0010I After 9693 nodes, 740 on tree, -12 best solution, best possible -18.285714 (5819.48 seconds)
Cbc0010I After 9695 nodes, 742 on tree, -12 best solution, best possible -18.285714 (5820.18 seconds)
Cbc0010I After 9706 nodes, 732 on tree, -12 best solution, best possible -18.285714 (5820.92 seconds)
Cbc0010I After 9711 nodes, 729 on tree, -12 best solution, best possible -18.285714 (5821.99 seconds)
Cbc0010I After 9713 nodes, 731 on tree, -12 best solution, best possible -18.285714 (5822.96 seconds)
Cbc0010I After 9718 nodes, 736 on tree, -12 best solution, best possible -18.285714 (5823.67 seconds)
Cbc0010I After 9724 nodes, 742 on tree, -12 best solution, best possible -18.285714 (5824.38 seconds)
Cbc0010I After 9731 nodes, 749 on tree, -12 best solution, best possible -18.285714 (5825.35 seconds)
Cbc0010I After 9736 nodes, 754 on tree, -12 best solution, best possible -18.285714 (5826.06 seconds)
Cbc0010I After 9739 nodes, 757 on tree, -12 best solution, best possible -18.285714 (5826.93 seconds)
Cbc0010I After 9751 nodes, 746 on tree, -12 best solution, best possible -18.285714 (5827.67 seconds)
Cbc0010I After 9759 nodes, 738 on tree, -12 best solution, best possible -18.285714 (5828.52 seconds)
Cbc0010I After 9764 nodes, 733 on tree, -12 best solution, best possible -18.285714 (5829.30 seconds)
Cbc0010I After 9767 nodes, 730 on tree, -12 best solution, best possible -18.285714 (5830.00 seconds)
Cbc0010I After 9771 nodes, 726 on tree, -12 best solution, best possible -18.285714 (5830.95 seconds)
Cbc0010I After 9774 nodes, 723 on tree, -12 best solution, best possible -18.285714 (5831.80 seconds)
Cbc0010I After 9777 nodes, 720 on tree, -12 best solution, best possible -18.285714 (5832.72 seconds)
Cbc0010I After 9779 nodes, 718 on tree, -12 best solution, best possible -18.285714 (5833.43 seconds)
Cbc0010I After 9781 nodes, 716 on tree, -12 best solution, best possible -18.285714 (5834.19 seconds)
Cbc0010I After 9783 nodes, 714 on tree, -12 best solution, best possible -18.285714 (5835.03 seconds)
Cbc0010I After 9785 nodes, 712 on tree, -12 best solution, best possible -18.285714 (5836.22 seconds)
Cbc0010I After 9787 nodes, 710 on tree, -12 best solution, best possible -18.285714 (5837.01 seconds)
Cbc0010I After 9789 nodes, 708 on tree, -12 best solution, best possible -18.285714 (5838.01 seconds)
Cbc0010I After 9790 nodes, 708 on tree, -12 best solution, best possible -18.285714 (5841.35 seconds)
Cbc0010I After 9791 nodes, 709 on tree, -12 best solution, best possible -18.285714 (5842.69 seconds)
Cbc0010I After 9793 nodes, 711 on tree, -12 best solution, best possible -18.285714 (5844.11 seconds)
Cbc0010I After 9796 nodes, 714 on tree, -12 best solution, best possible -18.285714 (5844.99 seconds)
Cbc0010I After 9798 nodes, 716 on tree, -12 best solution, best possible -18.285714 (5846.04 seconds)
Cbc0010I After 9800 nodes, 718 on tree, -12 best solution, best possible -18.285714 (5846.84 seconds)
Cbc0010I After 9803 nodes, 721 on tree, -12 best solution, best possible -18.285714 (5847.70 seconds)
Cbc0010I After 9806 nodes, 724 on tree, -12 best solution, best possible -18.285714 (5848.68 seconds)
Cbc0010I After 9808 nodes, 726 on tree, -12 best solution, best possible -18.285714 (5849.42 seconds)
Cbc0010I After 9812 nodes, 730 on tree, -12 best solution, best possible -18.285714 (5850.31 seconds)
Cbc0010I After 9817 nodes, 735 on tree, -12 best solution, best possible -18.285714 (5851.10 seconds)
Cbc0010I After 9821 nodes, 739 on tree, -12 best solution, best possible -18.285714 (5851.82 seconds)
Cbc0010I After 9823 nodes, 741 on tree, -12 best solution, best possible -18.285714 (5853.00 seconds)
Cbc0010I After 9832 nodes, 735 on tree, -12 best solution, best possible -18.285714 (5853.72 seconds)
Cbc0010I After 9839 nodes, 728 on tree, -12 best solution, best possible -18.285714 (5854.54 seconds)
Cbc0010I After 9843 nodes, 724 on tree, -12 best solution, best possible -18.285714 (5855.34 seconds)
Cbc0010I After 9846 nodes, 721 on tree, -12 best solution, best possible -18.285714 (5856.12 seconds)
Cbc0010I After 9849 nodes, 718 on tree, -12 best solution, best possible -18.285714 (5856.95 seconds)
